gestion_id,fecha,mes,gestor_id,region,tipo_cliente,producto,edad,ingreso,deuda,dias_mora,estado_cuenta,score_riesgo,franja_horaria,canal,intentos_previos,contactado,resultado_contacto,pago_realizado,monto_pagado,promesa_cumplida,motivo_no_pago,tiempo_gestion_min
1580,2024-11-24,11,G021,Araucania,dependiente,linea_credito,44,660831,924964,8,juridico,437,tarde,carta_notarial,3,1,contactado_acepta,0,0,0,enfermedad,16
1581,2024-04-30,4,G017,Coquimbo,independiente,tarjeta_credito,60,3304876,2226571,99,prejuridico,452,tarde,carta_notarial,5,1,convenio_acordado,1,580844,0,,9
1582,2024-08-29,8,G003,OHiggins,jubilado,tarjeta_credito,39,385840,7692415,467,vigente,685,noche,carta_notarial,11,0,buzon_voz,0,0,0,,1
1583,2024-03-25,3,G016,Antofagasta,jubilado,linea_credito,57,844882,2919251,78,juridico,418,noche,telefono,6,1,convenio_acordado,1,1449785,0,,19
1584,2024-03-26,3,G023,Los_Lagos,jubilado,credito_consumo,29,635534,2534814,2,vigente,361,noche,whatsapp,10,0,no_contesta,0,0,0,negociacion,5
1585,2024-07-16,7,G004,Los_Lagos,independiente,credito_consumo,29,857948,4749426,21,castigado,694,noche,carta_notarial,3,0,buzon_voz,0,0,0,negociacion,2
1586,2024-05-01,5,G004,Maule,microempresario,credito_consumo,32,1245844,2010465,20,vigente,350,manana,whatsapp,11,0,numero_equivocado,0,0,0,negociacion,3
1587,2024-06-12,6,G025,Los_Lagos,jubilado,credito_consumo,59,945853,6825548,421,juridico,800,tarde,email,1,1,contactado_acepta,1,3657355,0,,8
1588,2024-07-09,7,G016,Antofagasta,microempresario,tarjeta_credito,31,1001629,6833346,9,vigente,818,manana,email,5,0,buzon_voz,0,0,0,no_reconoce,1
1589,2024-07-18,7,G020,Tarapaca,independiente,automotriz,51,3168770,3402591,635,prejuridico,754,noche,email,2,0,no_contesta,0,0,0,deuda_mayor,6
1590,2024-12-12,12,G007,Antofagasta,independiente,credito_consumo,37,1956438,2228583,649,juridico,795,manana,telefono,2,0,no_contesta,0,0,0,enfermedad,4
1591,2024-06-14,6,G001,Coquimbo,dependiente,linea_credito,25,2216781,2367735,283,vigente,709,manana,visita_terreno,2,1,promesa_pago,1,766439,1,,12
1592,2024-05-30,5,G011,Coquimbo,independiente,credito_consumo,46,1643140,4184567,303,vigente,777,manana,whatsapp,5,0,no_contesta,0,0,0,,4
1593,2024-08-10,8,G005,Coquimbo,dependiente,hipotecario,39,1286990,27347519,150,vigente,443,noche,visita_terreno,2,0,no_contesta,0,0,0,enfermedad,1
1594,2024-03-29,3,G021,Biobio,independiente,hipotecario,68,565029,66350212,13,vigente,670,manana,telefono,12,1,promesa_pago,1,7965325,1,,17
1595,2024-01-10,1,G022,Maule,independiente,tarjeta_credito,68,3543953,5386825,174,vigente,714,noche,email,12,0,buzon_voz,0,0,0,enfermedad,4
1596,2024-10-30,10,G017,Coquimbo,independiente,linea_credito,51,1246564,1667235,27,vigente,641,manana,whatsapp,7,1,promesa_pago,1,662751,1,,18
1597,2024-04-23,4,G012,RM,independiente,automotriz,63,2675911,24738877,42,vigente,582,manana,email,7,0,no_contesta,0,0,0,deuda_mayor,1
1598,2024-07-10,7,G005,Los_Lagos,jubilado,hipotecario,24,581414,71193412,48,vigente,772,noche,whatsapp,2,0,no_contesta,0,0,0,otro,5
1599,2024-05-07,5,G005,Biobio,microempresario,linea_credito,72,927877,583709,342,juridico,708,noche,carta_notarial,6,0,no_contesta,0,0,0,enfermedad,5
1600,2024-09-21,9,G014,OHiggins,jubilado,credito_consumo,66,214892,5427613,93,vigente,374,noche,email,12,1,convenio_acordado,1,2243749,0,,22
1601,2024-03-21,3,G025,Maule,jubilado,credito_consumo,35,326843,1726684,37,prejuridico,631,manana,whatsapp,7,1,promesa_pago,0,0,0,,34
1602,2024-03-10,3,G017,Los_Lagos,independiente,hipotecario,59,1895440,47039647,123,castigado,675,manana,email,2,0,numero_equivocado,0,0,0,sin_trabajo,7
1603,2024-03-27,3,G008,Valparaiso,jubilado,automotriz,68,780639,16202239,134,juridico,581,noche,visita_terreno,6,0,no_contesta,0,0,0,negociacion,5
1604,2024-09-29,9,G009,Araucania,independiente,automotriz,69,3375346,24481281,72,prejuridico,497,noche,whatsapp,8,1,promesa_pago,0,0,0,otro,28
1605,2024-12-05,12,G013,Biobio,jubilado,tarjeta_credito,53,214472,1836039,273,castigado,459,tarde,telefono,1,1,promesa_pago,1,941639,1,,19
1606,2024-08-30,8,G019,Coquimbo,independiente,tarjeta_credito,37,550766,5927673,143,prejuridico,331,tarde,email,6,1,contactado_rechaza,0,0,0,otro,4
1607,2024-04-20,4,G021,Coquimbo,microempresario,linea_credito,27,4861553,1199714,11,vigente,402,noche,email,11,1,contactado_acepta,0,0,0,negociacion,28
1608,2024-07-21,7,G005,Tarapaca,jubilado,tarjeta_credito,24,573026,5194388,168,prejuridico,311,manana,visita_terreno,10,1,convenio_acordado,0,0,0,no_reconoce,4
1609,2024-03-19,3,G007,OHiggins,microempresario,tarjeta_credito,47,1934747,4278407,9,vigente,746,manana,visita_terreno,3,0,no_contesta,0,0,0,negociacion,1
1610,2024-01-15,1,G016,Los_Lagos,independiente,hipotecario,23,3442796,22525671,264,juridico,713,tarde,telefono,10,0,no_contesta,0,0,0,deuda_mayor,8
1611,2024-08-01,8,G023,Biobio,jubilado,credito_consumo,61,620494,218349,1,juridico,588,noche,telefono,7,1,convenio_acordado,1,120961,0,,19
1612,2024-06-10,6,G016,Maule,jubilado,tarjeta_credito,64,551844,6286885,671,castigado,477,noche,whatsapp,2,0,numero_equivocado,0,0,0,sin_trabajo,2
1613,2024-08-19,8,G003,Los_Lagos,independiente,credito_consumo,49,988023,4621197,471,castigado,734,noche,visita_terreno,11,0,numero_equivocado,0,0,0,no_reconoce,8
1614,2024-07-18,7,G012,Biobio,dependiente,automotriz,36,1120388,19224639,69,prejuridico,305,tarde,whatsapp,10,1,convenio_acordado,1,5998807,0,,5
1615,2024-07-16,7,G004,Los_Lagos,jubilado,tarjeta_credito,27,542911,6488375,72,vigente,353,noche,visita_terreno,2,0,no_contesta,0,0,0,enfermedad,3
1616,2024-02-08,2,G021,RM,independiente,tarjeta_credito,45,2110405,3107969,173,vigente,564,tarde,visita_terreno,5,0,no_contesta,0,0,0,negociacion,1
1617,2024-12-13,12,G007,Los_Lagos,microempresario,tarjeta_credito,70,4252837,5981147,72,vigente,789,tarde,email,10,1,promesa_pago,0,0,0,otro,16
1618,2024-01-02,1,G009,Araucania,dependiente,credito_consumo,61,2276703,1130568,15,juridico,669,manana,email,11,1,contactado_rechaza,1,1063813,0,,17
1619,2024-04-13,4,G002,Tarapaca,jubilado,linea_credito,42,489915,2147384,20,prejuridico,846,tarde,telefono,12,1,contactado_acepta,0,0,0,negociacion,21
1620,2024-10-24,10,G021,Araucania,independiente,hipotecario,64,1142834,69960659,727,vigente,389,tarde,email,11,0,no_contesta,0,0,0,,4
1621,2024-07-13,7,G004,Tarapaca,dependiente,hipotecario,49,591724,8297256,47,vigente,737,tarde,visita_terreno,2,1,convenio_acordado,1,857859,0,,23
1622,2024-11-14,11,G024,Coquimbo,jubilado,hipotecario,43,338159,65819098,226,vigente,691,noche,visita_terreno,4,0,buzon_voz,0,0,0,,5
1623,2024-02-16,2,G013,RM,jubilado,hipotecario,46,681181,81144268,347,juridico,703,noche,telefono,2,0,numero_equivocado,0,0,0,enfermedad,5
1624,2024-02-16,2,G014,Los_Lagos,microempresario,tarjeta_credito,32,1386731,495272,77,castigado,796,manana,visita_terreno,2,1,promesa_pago,1,157842,1,,12
1625,2024-01-30,1,G002,Biobio,independiente,automotriz,23,3809387,21074471,347,prejuridico,849,noche,telefono,4,0,no_contesta,0,0,0,sin_trabajo,8
1626,2024-12-26,12,G024,Biobio,independiente,linea_credito,41,1623661,2380475,215,juridico,739,noche,email,9,0,no_contesta,0,0,0,negociacion,1
1627,2024-11-29,11,G025,Coquimbo,dependiente,tarjeta_credito,49,2577188,5926613,187,vigente,595,noche,whatsapp,7,1,contactado_rechaza,0,0,0,otro,15
1628,2024-08-31,8,G018,Araucania,jubilado,linea_credito,45,603729,1919685,13,prejuridico,688,tarde,telefono,11,1,contactado_rechaza,0,0,0,sin_trabajo,5
1629,2024-06-06,6,G001,Maule,microempresario,hipotecario,59,3726161,71629087,49,vigente,410,manana,visita_terreno,3,1,promesa_pago,1,34931647,1,,6
1630,2024-01-06,1,G002,Araucania,microempresario,tarjeta_credito,40,2645038,5099935,83,juridico,335,manana,email,6,1,promesa_pago,1,2827599,1,,9
1631,2024-03-12,3,G013,Maule,dependiente,hipotecario,34,1734666,34834927,67,castigado,608,noche,whatsapp,10,0,no_contesta,0,0,0,sin_trabajo,8
1632,2024-12-05,12,G021,Biobio,jubilado,credito_consumo,40,301750,2145614,26,vigente,672,manana,visita_terreno,7,1,convenio_acordado,1,708789,0,,11
1633,2024-06-16,6,G008,Coquimbo,microempresario,tarjeta_credito,50,5520385,3277163,166,prejuridico,785,noche,visita_terreno,2,0,numero_equivocado,0,0,0,negociacion,8
1634,2024-06-19,6,G020,Coquimbo,dependiente,linea_credito,40,2129201,2642996,460,vigente,829,noche,carta_notarial,7,1,promesa_pago,0,0,0,otro,13
1635,2024-02-09,2,G022,Antofagasta,independiente,credito_consumo,26,1063537,7991674,15,juridico,655,tarde,email,1,1,promesa_pago,1,4746958,1,,21
1636,2024-08-29,8,G018,OHiggins,independiente,linea_credito,23,2473110,671746,132,juridico,575,tarde,telefono,12,1,contactado_rechaza,0,0,0,negociacion,21
1637,2024-02-28,2,G013,Antofagasta,dependiente,tarjeta_credito,62,2749524,6735750,553,castigado,597,tarde,email,8,1,contactado_rechaza,0,0,0,enfermedad,12
1638,2024-12-28,12,G017,Biobio,microempresario,linea_credito,65,4411517,2750706,1,vigente,836,tarde,whatsapp,4,1,contactado_rechaza,1,810792,0,,28
1639,2024-08-24,8,G013,Biobio,jubilado,credito_consumo,60,648492,1716581,254,vigente,606,noche,carta_notarial,1,0,no_contesta,0,0,0,no_reconoce,1
1640,2024-08-01,8,G012,OHiggins,dependiente,automotriz,40,2025570,16837183,46,vigente,348,noche,telefono,2,1,promesa_pago,0,0,0,enfermedad,26
1641,2024-06-22,6,G011,Los_Lagos,independiente,linea_credito,35,940468,2844442,157,vigente,649,tarde,carta_notarial,12,0,no_contesta,0,0,0,otro,6
1642,2024-07-13,7,G020,Tarapaca,dependiente,tarjeta_credito,47,1946325,5383710,47,vigente,547,tarde,carta_notarial,11,1,promesa_pago,1,2148585,1,,35
1643,2024-02-07,2,G005,OHiggins,independiente,hipotecario,25,3985407,21330361,101,vigente,335,tarde,email,5,1,contactado_acepta,0,0,0,no_reconoce,20
1644,2024-06-07,6,G022,Antofagasta,microempresario,credito_consumo,33,1060990,1924374,30,prejuridico,484,manana,whatsapp,1,1,contactado_acepta,1,1686911,0,,18
1645,2024-07-28,7,G001,Valparaiso,independiente,tarjeta_credito,35,370487,1720742,551,castigado,630,noche,carta_notarial,2,1,promesa_pago,1,482127,1,,28
1646,2024-12-20,12,G017,RM,dependiente,credito_consumo,41,619727,861658,85,juridico,436,tarde,email,7,0,buzon_voz,0,0,0,enfermedad,2
1647,2024-07-19,7,G019,Tarapaca,independiente,linea_credito,32,2460304,522637,39,vigente,782,tarde,email,8,0,buzon_voz,0,0,0,sin_trabajo,3
1648,2024-01-04,1,G016,Maule,independiente,automotriz,25,1618459,20312212,205,vigente,660,manana,whatsapp,8,1,contactado_rechaza,1,19966836,0,,5
1649,2024-01-08,1,G022,RM,dependiente,tarjeta_credito,66,2003126,6721083,65,castigado,793,manana,whatsapp,10,1,promesa_pago,1,770364,1,,14
1650,2024-10-02,10,G017,Biobio,jubilado,credito_consumo,66,386558,6846361,22,prejuridico,559,tarde,whatsapp,6,0,no_contesta,0,0,0,otro,7
1651,2024-12-25,12,G021,Tarapaca,dependiente,automotriz,42,2162506,13163278,59,prejuridico,369,noche,whatsapp,1,1,contactado_acepta,1,11465271,0,,32
1652,2024-06-11,6,G006,Biobio,jubilado,credito_consumo,37,255122,3331787,27,castigado,334,manana,telefono,3,0,numero_equivocado,0,0,0,otro,3
1653,2024-05-27,5,G006,Valparaiso,jubilado,credito_consumo,58,260851,5506706,7,vigente,410,noche,visita_terreno,12,0,no_contesta,0,0,0,sin_trabajo,7
1654,2024-08-25,8,G020,Los_Lagos,independiente,automotriz,23,1772464,4083812,48,vigente,729,noche,visita_terreno,1,0,numero_equivocado,0,0,0,deuda_mayor,6
1655,2024-08-29,8,G016,Araucania,independiente,credito_consumo,54,730970,6377066,33,castigado,348,manana,email,1,1,contactado_rechaza,1,1596867,0,,21
1656,2024-05-21,5,G001,Coquimbo,dependiente,credito_consumo,41,653969,6230436,158,castigado,575,noche,visita_terreno,11,0,no_contesta,0,0,0,otro,5
1657,2024-03-30,3,G001,Antofagasta,dependiente,credito_consumo,26,1847557,2554846,656,juridico,499,tarde,whatsapp,1,1,contactado_acepta,1,828532,0,,35
1658,2024-04-13,4,G010,OHiggins,microempresario,tarjeta_credito,23,5206618,3867189,87,vigente,389,tarde,whatsapp,5,1,contactado_acepta,1,2477940,0,,22
1659,2024-03-12,3,G018,Antofagasta,dependiente,hipotecario,38,2726021,61214081,42,juridico,344,tarde,email,4,1,contactado_rechaza,0,0,0,deuda_mayor,9
1660,2024-04-09,4,G021,Valparaiso,microempresario,linea_credito,34,873378,511336,10,prejuridico,490,tarde,visita_terreno,8,1,convenio_acordado,0,0,0,otro,12
1661,2024-10-17,10,G009,Araucania,microempresario,linea_credito,24,1006584,277084,349,juridico,453,tarde,telefono,11,1,contactado_rechaza,0,0,0,otro,7
1662,2024-02-01,2,G025,Los_Lagos,independiente,tarjeta_credito,62,2506019,4040437,476,prejuridico,752,tarde,carta_notarial,4,1,contactado_acepta,0,0,0,no_reconoce,9
1663,2024-03-22,3,G004,OHiggins,jubilado,credito_consumo,43,275530,2532831,67,vigente,369,noche,whatsapp,11,0,no_contesta,0,0,0,otro,3
1664,2024-05-25,5,G023,Maule,dependiente,credito_consumo,60,1837706,5715657,116,prejuridico,816,noche,carta_notarial,12,0,buzon_voz,0,0,0,deuda_mayor,5
1665,2024-12-27,12,G010,Coquimbo,independiente,hipotecario,67,3076272,31536458,444,juridico,782,tarde,whatsapp,7,0,no_contesta,0,0,0,,8
1666,2024-12-13,12,G022,RM,jubilado,hipotecario,51,393123,87098317,169,prejuridico,342,tarde,telefono,9,0,no_contesta,0,0,0,no_reconoce,6
1667,2024-05-30,5,G016,Valparaiso,microempresario,credito_consumo,72,5340432,4680602,410,castigado,687,noche,whatsapp,4,1,promesa_pago,0,0,0,no_reconoce,12
1668,2024-06-05,6,G020,Coquimbo,jubilado,hipotecario,72,827798,89530598,363,prejuridico,432,noche,telefono,7,0,no_contesta,0,0,0,enfermedad,8
1669,2024-06-07,6,G025,OHiggins,dependiente,credito_consumo,46,2592171,5187930,385,prejuridico,484,noche,carta_notarial,1,1,convenio_acordado,1,885174,0,,7
1670,2024-03-26,3,G009,Maule,dependiente,credito_consumo,54,1914143,7213818,168,prejuridico,571,noche,whatsapp,3,0,no_contesta,0,0,0,otro,2
1671,2024-10-10,10,G019,Los_Lagos,dependiente,hipotecario,25,1060293,78046885,614,juridico,836,manana,visita_terreno,12,0,no_contesta,0,0,0,,7
1672,2024-07-15,7,G021,Antofagasta,dependiente,tarjeta_credito,30,742317,5839911,116,prejuridico,559,noche,email,6,0,buzon_voz,0,0,0,no_reconoce,8
1673,2024-09-19,9,G024,Antofagasta,independiente,tarjeta_credito,32,1149660,94136,15,juridico,674,noche,visita_terreno,8,0,numero_equivocado,0,0,0,otro,4
1674,2024-04-29,4,G001,Araucania,jubilado,credito_consumo,71,197533,4060170,77,juridico,844,tarde,email,12,1,convenio_acordado,0,0,0,deuda_mayor,28
1675,2024-11-16,11,G001,Tarapaca,dependiente,credito_consumo,25,2214707,181706,46,castigado,831,tarde,visita_terreno,12,0,buzon_voz,0,0,0,,8
1676,2024-11-03,11,G008,Biobio,jubilado,credito_consumo,36,518980,6691977,642,juridico,470,manana,email,8,0,no_contesta,0,0,0,sin_trabajo,5
1677,2024-06-28,6,G015,Tarapaca,independiente,tarjeta_credito,28,1817339,3831297,101,juridico,505,noche,whatsapp,2,1,convenio_acordado,0,0,0,no_reconoce,11
1678,2024-03-18,3,G016,OHiggins,jubilado,linea_credito,51,760098,1730504,2,vigente,755,noche,whatsapp,9,1,contactado_acepta,1,720361,0,,15
1679,2024-06-24,6,G013,Valparaiso,independiente,credito_consumo,30,3730988,6565901,14,prejuridico,348,tarde,visita_terreno,3,1,contactado_acepta,0,0,0,negociacion,10
1680,2024-04-11,4,G019,Araucania,dependiente,linea_credito,65,1053668,897545,28,castigado,639,manana,email,3,1,promesa_pago,1,151508,1,,27
1681,2024-07-09,7,G004,Los_Lagos,dependiente,tarjeta_credito,61,1382837,5810334,10,prejuridico,323,manana,visita_terreno,7,1,promesa_pago,1,928929,1,,16
1682,2024-01-20,1,G013,Los_Lagos,jubilado,hipotecario,56,684225,9873344,166,prejuridico,683,tarde,carta_notarial,10,1,contactado_rechaza,1,7667628,0,,5
1683,2024-08-04,8,G001,Coquimbo,jubilado,hipotecario,45,774870,12524522,128,castigado,567,tarde,carta_notarial,7,1,convenio_acordado,0,0,0,sin_trabajo,7
1684,2024-07-25,7,G013,Tarapaca,microempresario,automotriz,27,3532624,10110292,1,vigente,313,manana,telefono,6,0,numero_equivocado,0,0,0,enfermedad,7
1685,2024-05-21,5,G016,Maule,microempresario,automotriz,44,2644329,24430725,571,vigente,506,tarde,whatsapp,6,0,no_contesta,0,0,0,otro,1
1686,2024-11-26,11,G010,RM,jubilado,tarjeta_credito,24,704840,367090,88,castigado,764,noche,telefono,8,1,contactado_rechaza,1,41805,0,,24
1687,2024-09-03,9,G010,Biobio,microempresario,linea_credito,61,3500698,305132,13,prejuridico,718,tarde,carta_notarial,4,1,convenio_acordado,1,37702,0,,28
1688,2024-11-04,11,G016,Valparaiso,jubilado,credito_consumo,62,775914,178051,30,castigado,721,tarde,carta_notarial,8,1,convenio_acordado,1,93444,0,,10
1689,2024-02-17,2,G006,Coquimbo,microempresario,linea_credito,69,3465023,1407568,30,castigado,557,manana,whatsapp,6,0,no_contesta,0,0,0,,2
1690,2024-04-06,4,G010,Biobio,microempresario,hipotecario,63,3275114,77327145,298,vigente,403,noche,visita_terreno,11,0,buzon_voz,0,0,0,negociacion,7
1691,2024-11-01,11,G011,Valparaiso,independiente,linea_credito,47,3866924,1703438,13,castigado,416,manana,telefono,3,0,buzon_voz,0,0,0,enfermedad,4
1692,2024-03-01,3,G023,Valparaiso,jubilado,tarjeta_credito,55,802168,1591419,19,castigado,301,manana,carta_notarial,4,1,contactado_acepta,0,0,0,no_reconoce,31
1693,2024-02-18,2,G003,Los_Lagos,microempresario,hipotecario,26,2002106,89196388,25,castigado,721,tarde,visita_terreno,3,1,contactado_rechaza,1,64599079,0,,9
1694,2024-04-05,4,G011,Araucania,microempresario,hipotecario,67,2451582,69223652,184,juridico,729,manana,whatsapp,1,1,convenio_acordado,0,0,0,,3
1695,2024-07-08,7,G010,Biobio,microempresario,hipotecario,63,3487955,47777802,24,prejuridico,739,manana,telefono,8,1,contactado_rechaza,1,21057462,0,,5
1696,2024-09-07,9,G002,Araucania,jubilado,linea_credito,52,521015,157680,283,vigente,632,manana,visita_terreno,2,0,numero_equivocado,0,0,0,deuda_mayor,2
1697,2024-12-25,12,G001,RM,microempresario,hipotecario,61,2154547,11146807,40,castigado,813,manana,telefono,7,1,contactado_rechaza,1,7459403,0,,17
1698,2024-05-11,5,G021,Antofagasta,microempresario,hipotecario,53,1425415,15546924,30,castigado,657,noche,email,7,0,no_contesta,0,0,0,sin_trabajo,5
1699,2024-12-29,12,G019,Biobio,microempresario,credito_consumo,61,3647697,3115378,42,juridico,378,tarde,telefono,3,1,promesa_pago,1,2219195,1,,26
1700,2024-03-17,3,G014,Los_Lagos,dependiente,credito_consumo,32,2761927,255506,31,vigente,655,noche,visita_terreno,1,1,promesa_pago,1,64549,1,,29
1701,2024-04-03,4,G009,Maule,independiente,hipotecario,37,3975896,24153759,25,castigado,385,manana,visita_terreno,8,1,promesa_pago,1,9547197,1,,34
1702,2024-01-20,1,G018,RM,independiente,hipotecario,47,3805192,35670096,278,vigente,325,manana,carta_notarial,5,1,promesa_pago,0,0,0,enfermedad,35
1703,2024-07-12,7,G013,Antofagasta,dependiente,hipotecario,67,1228685,54756152,24,prejuridico,614,noche,visita_terreno,6,0,no_contesta,0,0,0,otro,5
1704,2024-05-17,5,G023,Araucania,microempresario,linea_credito,36,5501729,2295699,16,prejuridico,481,manana,carta_notarial,9,1,contactado_rechaza,1,656758,0,,20
1705,2024-02-04,2,G008,Valparaiso,independiente,tarjeta_credito,48,873821,1931349,153,vigente,348,tarde,carta_notarial,4,1,contactado_acepta,1,1475295,0,,5
1706,2024-02-21,2,G023,Araucania,dependiente,credito_consumo,40,1583723,137923,52,vigente,517,noche,carta_notarial,10,1,promesa_pago,0,0,0,deuda_mayor,8
1707,2024-09-13,9,G020,Antofagasta,independiente,credito_consumo,43,3008241,6729392,11,vigente,598,tarde,telefono,2,0,buzon_voz,0,0,0,deuda_mayor,8
1708,2024-02-04,2,G025,Los_Lagos,jubilado,automotriz,71,807241,8063814,20,vigente,808,tarde,carta_notarial,8,1,contactado_acepta,1,4225042,0,,6
1709,2024-06-16,6,G016,Antofagasta,microempresario,credito_consumo,24,2349154,1556187,129,vigente,408,tarde,visita_terreno,6,1,contactado_acepta,0,0,0,,6
1710,2024-09-09,9,G005,Araucania,independiente,tarjeta_credito,31,846713,5706186,480,castigado,556,tarde,carta_notarial,2,1,promesa_pago,1,944345,1,,30
1711,2024-12-26,12,G009,Maule,jubilado,linea_credito,32,428695,2592505,301,prejuridico,415,tarde,email,10,1,promesa_pago,0,0,0,deuda_mayor,22
1712,2024-12-18,12,G021,Coquimbo,dependiente,tarjeta_credito,40,1245204,5816122,40,castigado,472,manana,carta_notarial,7,1,promesa_pago,1,5657325,1,,27
1713,2024-07-26,7,G013,Coquimbo,independiente,tarjeta_credito,46,1669987,3949618,63,prejuridico,669,tarde,email,3,1,contactado_rechaza,1,1063770,0,,30
1714,2024-10-13,10,G008,RM,independiente,linea_credito,32,1221137,2918543,91,prejuridico,581,tarde,email,10,1,contactado_rechaza,0,0,0,sin_trabajo,7
1715,2024-01-30,1,G007,Maule,microempresario,credito_consumo,67,2223276,7854035,145,vigente,728,noche,visita_terreno,12,0,no_contesta,0,0,0,otro,1
1716,2024-05-06,5,G011,Antofagasta,microempresario,linea_credito,42,4455727,542967,30,castigado,637,noche,telefono,7,1,contactado_acepta,1,237917,0,,32
1717,2024-07-15,7,G021,Biobio,jubilado,hipotecario,31,453629,42594281,15,prejuridico,774,tarde,visita_terreno,1,0,no_contesta,0,0,0,enfermedad,6
1718,2024-04-24,4,G025,RM,independiente,credito_consumo,62,3342027,2558096,56,prejuridico,783,noche,email,11,0,no_contesta,0,0,0,sin_trabajo,1
1719,2024-12-02,12,G002,Araucania,dependiente,tarjeta_credito,66,897299,5694676,174,vigente,652,noche,telefono,8,1,contactado_acepta,1,4099862,0,,5
1720,2024-08-10,8,G020,Antofagasta,microempresario,automotriz,43,4057144,10477792,62,castigado,787,manana,email,1,0,buzon_voz,0,0,0,negociacion,5
1721,2024-02-07,2,G022,Coquimbo,jubilado,hipotecario,58,499867,36482442,118,prejuridico,447,tarde,email,10,1,contactado_acepta,0,0,0,deuda_mayor,11
1722,2024-04-22,4,G023,Coquimbo,dependiente,credito_consumo,69,1618437,7684542,15,vigente,605,manana,carta_notarial,3,0,no_contesta,0,0,0,deuda_mayor,2
1723,2024-07-04,7,G016,Biobio,jubilado,linea_credito,47,327314,1602472,173,prejuridico,450,noche,email,11,0,buzon_voz,0,0,0,,2
1724,2024-04-11,4,G021,Coquimbo,microempresario,credito_consumo,30,2679802,3420204,11,vigente,706,tarde,telefono,6,1,contactado_acepta,1,2225694,0,,25
1725,2024-01-18,1,G004,Biobio,microempresario,credito_consumo,47,2773895,7481738,421,vigente,771,noche,carta_notarial,2,0,no_contesta,0,0,0,negociacion,8
1726,2024-05-11,5,G006,RM,dependiente,tarjeta_credito,64,755431,7091853,39,castigado,517,noche,visita_terreno,6,0,buzon_voz,0,0,0,sin_trabajo,7
1727,2024-06-14,6,G010,RM,jubilado,tarjeta_credito,57,805242,3558647,70,vigente,692,manana,whatsapp,3,1,contactado_acepta,0,0,0,deuda_mayor,16
1728,2024-04-24,4,G020,Antofagasta,microempresario,tarjeta_credito,69,5425574,735714,250,vigente,315,noche,carta_notarial,4,0,buzon_voz,0,0,0,negociacion,3
1729,2024-08-10,8,G019,Coquimbo,dependiente,credito_consumo,28,1497602,4626094,18,vigente,845,noche,telefono,3,1,promesa_pago,1,4358904,1,,35
1730,2024-08-14,8,G004,Valparaiso,microempresario,tarjeta_credito,50,1351230,6174401,91,prejuridico,369,manana,visita_terreno,3,0,buzon_voz,0,0,0,enfermedad,8
1731,2024-03-09,3,G022,Araucania,independiente,tarjeta_credito,65,691159,5540783,46,castigado,660,tarde,whatsapp,6,1,contactado_acepta,1,2358541,0,,14
1732,2024-04-28,4,G014,OHiggins,dependiente,automotriz,38,542516,12957198,43,juridico,731,noche,telefono,6,1,convenio_acordado,1,7017086,0,,16
1733,2024-06-26,6,G024,Coquimbo,jubilado,hipotecario,66,342667,41713741,45,castigado,778,manana,email,2,0,no_contesta,0,0,0,no_reconoce,7
1734,2024-08-29,8,G014,Araucania,microempresario,tarjeta_credito,52,4930991,7810291,18,castigado,808,noche,carta_notarial,5,0,buzon_voz,0,0,0,otro,6
1735,2024-12-06,12,G016,Coquimbo,jubilado,tarjeta_credito,42,339335,3791655,179,prejuridico,478,noche,telefono,9,0,buzon_voz,0,0,0,enfermedad,4
1736,2024-03-15,3,G016,Tarapaca,independiente,credito_consumo,49,417728,110095,192,juridico,448,noche,telefono,2,1,contactado_acepta,0,0,0,enfermedad,19
1737,2024-04-02,4,G009,Araucania,jubilado,automotriz,52,743633,10958825,98,castigado,441,tarde,email,5,0,numero_equivocado,0,0,0,sin_trabajo,4
1738,2024-06-12,6,G006,Biobio,jubilado,hipotecario,41,476462,30273983,84,castigado,623,noche,telefono,1,0,buzon_voz,0,0,0,sin_trabajo,1
1739,2024-06-02,6,G006,Antofagasta,jubilado,hipotecario,37,201541,89950764,72,vigente,396,tarde,email,5,1,contactado_acepta,0,0,0,no_reconoce,30
1740,2024-02-07,2,G022,Coquimbo,jubilado,linea_credito,61,876772,2271206,30,vigente,436,noche,whatsapp,2,1,convenio_acordado,1,1616750,0,,12
1741,2024-01-25,1,G011,Biobio,microempresario,tarjeta_credito,28,5440655,7244275,572,prejuridico,717,tarde,telefono,2,0,no_contesta,0,0,0,deuda_mayor,1
1742,2024-03-01,3,G001,Los_Lagos,independiente,automotriz,41,2879335,8278039,47,castigado,468,noche,visita_terreno,4,1,contactado_rechaza,1,2770607,0,,8
1743,2024-09-29,9,G014,Biobio,independiente,credito_consumo,54,453233,6352448,72,prejuridico,508,manana,carta_notarial,7,0,buzon_voz,0,0,0,deuda_mayor,6
1744,2024-03-01,3,G021,Tarapaca,independiente,hipotecario,24,1891722,69319221,45,vigente,637,tarde,whatsapp,1,1,contactado_acepta,1,41772748,0,,20
1745,2024-02-05,2,G022,Valparaiso,jubilado,hipotecario,64,384981,46681480,92,castigado,732,noche,email,9,0,no_contesta,0,0,0,sin_trabajo,5
1746,2024-10-25,10,G014,Araucania,dependiente,tarjeta_credito,35,1920694,4375106,144,vigente,649,manana,carta_notarial,3,0,numero_equivocado,0,0,0,no_reconoce,1
